,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,UTILIZATION_RATIO,PAYMENT_RATIO,CA_TO_PURCHASE_RATIO,AVG_PURCHASE_SIZE,INTEREST_EFFICIENCY,TRANS_PER_MONTH,CASH_ADV_PER_MONTH,PAYMENT_TO_MIN_RATIO,ONEOFF_TO_PURCHASE_RATIO,INSTALLMENT_TO_PURCHASE_RATIO,BALANCE_TO_PAYMENT_RATIO,PURCHASE_DIVERSITY,MONTHLY_SPEND_CONSISTENCY,DEBT_BURDEN_RATIO,CREDIT_UTILIZATION_TREND,CASH_VS_PURCHASE_PREFERENCE,PAYMENT_DISCIPLINE,cluster
10,1293.124939,1.0,920.12,0.0,920.12,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,1083.301007,2172.697765,0.0,12,1.0776041158333334,0.8377323775952821,0.0,76.61282264779351,-1.0056085011236298,1.0,0.0,0.49859489824210207,0.0,0.9999891319704824,1.1936783902722776,0.0,76.61282264779351,1.1936783902722776,1.0776041158333334,0.0,-0.0,1.0
11,630.794744,0.818182,1492.18,1492.18,0.0,0.0,0.25,0.25,0.0,0.0,0,6,2000.0,705.618627,155.549069,0.0,12,0.315397372,1.11860069809494,0.0,248.28286189683863,0.7795595826924975,0.5,0.0,4.536017292569422,0.9999932984405471,0.0,0.8939472122635411,149218.0,124.24479600333056,0.8939472122635411,0.258052452617704,0.0,0.0,2.0
12,1516.92862,1.0,3217.99,2500.23,717.76,0.0,1.0,0.25,0.916667,0.0,0,26,3000.0,608.263689,490.207013,0.25,12,0.5056428733333334,0.4009810818845129,0.0,123.72126105344097,0.194101237872217,2.1666666666666665,0.0,1.240804935099223,0.7769515226848974,0.22304536979490366,2.4938258014970627,3.4833303147247725,267.94254787676937,2.4938258014970627,0.5056428733333334,0.0,0.04852530946805425,0.0
13,921.693369,1.0,2137.93,419.96,1717.97,0.0,0.75,0.166667,0.75,0.0,0,26,7500.0,1655.891435,251.137986,0.083333,12,0.12289244919999999,1.796555693179852,0.0,82.19646289888503,0.8483375998765289,2.1666666666666665,0.0,6.593289722817048,0.19643207947837638,0.8035632431218837,0.5566112508381273,0.24444987718134087,178.01248959200666,0.5566112508381273,0.12289244919999999,0.0,0.07069451721051079,1.0
14,2772.772734,1.0,0.0,0.0,0.0,346.81139,0.0,0.0,0.0,0.083333,1,0,3000.0,805.647974,989.962866,0.0,12,0.9242575780000001,0.2905557525734362,34681.139,0.0,-0.22876319474000506,0.0,0.08333333333333333,0.8138081372424202,0.0,0.0,3.441625135581418,0.0,0.0,3.441625135581418,0.9242575780000001,34681.139,-0.0,2.0
15,6886.213231,1.0,1611.7,0.0,1611.7,2301.491267,0.5,0.0,0.5,0.166667,4,11,8000.0,1993.439277,2109.90649,0.0,12,0.860776653875,0.28948223287709446,1.427981005888156,146.38510445049954,-0.05841995296477265,0.9166666666666666,0.3333333333333333,0.9447953444830416,0.0,0.9999937954098442,3.4544210933539596,0.0,134.19650291423815,3.4544210933539596,0.860776653875,1.427981005888156,-0.0,2.0
16,2072.074354,0.875,0.0,0.0,0.0,2784.274703,0.0,0.0,0.0,0.25,3,0,3000.0,391.974562,376.579631,0.0,8,0.6906914513333333,0.18916921082065175,278427.4703,0.0,0.03929984109935425,0.0,0.375,1.0408533048537387,0.0,0.0,5.2861121454063795,0.0,0.0,5.2861121454063795,0.6043550199166666,278427.4703,0.0,1.0
17,41.089489,0.454545,519.0,0.0,519.0,0.0,0.416667,0.0,0.333333,0.0,0,8,2500.0,254.590662,73.203221,0.25,12,0.0164357956,6.194497016739065,0.0,64.7940074906367,0.7124782770596252,0.6666666666666666,0.0,3.477386440899793,0.0,0.9999807325485058,0.16138798963531367,0.0,43.21398834304746,0.16138798963531367,0.007470808711002,0.0,0.1781195692649063,2.0
18,1989.072228,1.0,504.35,166.0,338.35,0.0,0.666667,0.083333,0.583333,0.0,0,9,13000.0,1720.837373,744.613395,0.0,12,0.153005556,0.8651413947478094,0.0,55.976692563817984,0.5672984096771492,0.75,0.0,2.3110170652105286,0.3291299865175668,0.6708501863748116,1.1558678934625075,0.49060172597233714,41.99417152373023,1.1558678934625075,0.153005556,0.0,0.0,1.0
19,3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,1053.980464,12465.54938,0.0,12,0.89449273325,0.29457408626162734,0.0,33.19233971690258,-10.827003949060398,1.0,0.0,0.08455139732365544,0.0,0.9999749153392701,3.394690042470821,0.0,33.19233971690258,3.394690042470821,0.89449273325,0.0,-0.0,2.0
20,2016.684686,1.0,176.68,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0,8,2000.0,223.0686,13557.29726,0.0,12,1.008342343,0.11061099210929343,0.0,22.057428214731587,-59.77363431543859,0.6666666666666666,0.0,0.016453754106329814,0.0,0.999943403701398,9.04024270369278,0.0,14.711074104912573,9.04024270369278,1.008342343,0.0,-0.0,1.0
21,6369.531318,1.0,6359.95,5910.04,449.91,229.028245,1.0,0.916667,1.0,0.333333,6,92,11250.0,2077.959051,1659.775075,0.0,12,0.5661805616000001,0.3262337030655242,0.036010956829917166,69.12237800239105,0.20125130150458626,7.666666666666667,0.5,1.2519446537377736,0.9292574167133126,0.07074101094975441,3.0652676539791255,13.13575746799431,529.5545378850958,3.0652676539791255,0.5661805616000001,0.036010956829917166,0.0,1.0
22,132.34224,0.636364,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0,17,1800.0,2359.629958,86.329554,0.0,12,0.07352346666666666,17.828409689174887,0.0,47.96590241034685,0.9634140989572105,1.4166666666666667,0.0,27.3296519229182,0.0,0.9999877437462465,0.05608577679459689,0.0,67.93505412156536,0.05608577679459689,0.04678768734186667,0.0,0.0,1.0
23,3800.151377,0.818182,4248.35,3454.56,793.79,7974.415626,1.0,0.083333,0.916667,0.333333,13,13,9000.0,9479.043842,1425.426525,0.0,12,0.4222390418888889,2.4943792911981904,1.8770574118012595,326.54496541122217,0.8496235437882852,1.0833333333333333,1.0833333333333333,6.649923497645746,0.8131514278450978,0.18684621830541664,0.4008998619843477,4.351927437641724,353.73438800999173,0.4008998619843477,0.34546838377073485,1.8770574118012595,0.0,2.0
24,5368.571219,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4,0,6000.0,1422.726707,1657.002877,0.0,11,0.8947618698333334,0.2650098133869733,79894.9863,0.0,-0.16465883592332164,0.0,0.36363636363636365,0.8586093244947065,0.0,0.0,3.7734116176142214,0.0,0.0,3.7734116176142214,0.8947618698333334,79894.9863,-0.0,3.0
25,169.781679,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,215.306142,163.005536,0.0,12,0.056593893,1.268060621510198,0.0,33.272273105745214,0.2429479068039403,1.0,0.0,1.3207706902242742,0.0,0.9999749756012112,0.788522762032398,0.0,33.272273105745214,0.788522762032398,0.056593893,0.0,0.0,0.0
26,1615.96724,1.0,102.0,102.0,0.0,244.840485,0.166667,0.166667,0.0,0.25,5,2,1700.0,890.178845,971.183209,0.0,12,0.9505689647058824,0.5508610040819635,2.400161601803745,50.746268656716424,-0.09098559755598834,0.16666666666666666,0.4166666666666667,0.9165826498278161,0.9999019703950592,0.0,1.8153083461745692,10200.0,8.49292256452956,1.8153083461745692,0.9505689647058824,2.400161601803745,-0.0,1.0
27,125.694817,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,207.773715,164.748819,0.0,12,0.12569481700000001,1.6528699532651958,0.0,19.423813488759368,0.207113902068793,1.0,0.0,1.2610779578360538,0.0,0.9999571348964809,0.6049310312889535,0.0,19.423813488759368,0.6049310312889535,0.12569481700000001,0.0,0.0,2.0
28,7152.864372,1.0,387.05,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.833333,16,8,10500.0,1601.448347,1648.851345,0.0,12,0.6812251782857143,0.22388878424439915,5.777257425205394,48.32084893882647,-0.029593650118207027,0.6666666666666666,1.3333333333333333,0.9712450060499175,0.5284710380819512,0.4715031261303157,4.46646919378166,1.120760506273629,32.22731057452123,4.46646919378166,0.6812251782857143,5.777257425205394,-0.0,2.0
29,22.06349,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0,5,6900.0,160.767773,159.684442,0.0,12,0.0031976072463768116,7.2832965244734735,0.0,19.960079840319363,0.006800262123297429,0.4166666666666667,0.0,1.0067211543905832,0.0,0.9999000099990001,0.13722972764400712,0.0,8.32639467110741,0.13722972764400712,0.0031976072463768116,0.0,0.0,2.0
30,12136.21996,1.0,3038.01,1013.2,2024.81,3183.583301,1.0,0.166667,1.0,0.5,10,64,13000.0,4230.323491,3292.01503,0.0,12,0.9335553815384615,0.3485698198652129,1.0479138718639112,47.46149039212623,0.2218072081069412,5.333333333333333,0.8333333333333334,1.2850216667398788,0.33350669185851306,0.66649001652392,2.8688565537019026,0.5003901581375135,252.95670274771027,2.8688565537019026,0.9335553815384615,1.0479138718639112,0.0,1.0
31,1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2,45,6000.0,645.998299,256.848991,0.0,12,0.19371222066666666,0.5558010561287207,0.1304542152672662,29.942457231726284,0.602406050514221,3.75,0.16666666666666666,2.5149919669348852,0.29679755438815186,0.7031950256729884,1.799161598696428,0.42206558899252944,112.21565362198169,1.799161598696428,0.19371222066666666,0.1304542152672662,0.0,3.0
32,6732.823064,1.0,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0,0.166667,3,3,10500.0,1720.118876,2506.745366,0.0,12,0.6412212441904762,0.2554821810743175,3.660554385155096,107.95681063122925,-0.4573009040050555,0.25,0.25,0.6861933554947459,0.9999692269817824,0.0,3.9141387357304036,32495.0,27.05661948376353,3.9141387357304036,0.6412212441904762,3.660554385155096,-0.0,2.0
33,125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,1200.0,423.449696,196.301885,0.3,12,0.10471704416666668,3.369524704426744,0.0,57.83742052679382,0.5364331319975255,0.9166666666666666,0.0,2.1570252661982234,0.999984296482412,0.0,0.29674713836284433,63678.99999999999,53.02164862614488,0.29674713836284433,0.10471704416666668,0.0,0.16092993959925764,3.0
34,3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0,14,11000.0,8735.607835,17862.55831,0.0,12,0.31973651054545454,2.4837448420061743,0.0,39.06352605281941,-1.044796217896819,1.1666666666666667,0.0,0.4890454543487762,0.0,0.999981728151437,0.4026162410526284,0.0,45.56869275603663,0.4026162410526284,0.23253573123392435,0.0,-0.0,2.0
35,1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1,0,1800.0,351.500199,634.569311,0.0,12,0.9201948783333334,0.21221234107450168,9926.436699999998,0.0,-0.8052657157751488,0.0,0.08333333333333333,0.5539105875451399,0.0,0.0,4.712098783227624,0.0,0.0,4.712098783227624,0.9201948783333334,9926.436699999998,-0.0,3.0
36,7427.076941,1.0,0.0,0.0,0.0,8873.375046,0.0,0.0,0.0,0.727273,11,0,9000.0,1636.361601,1986.843608,0.0,11,0.8252307712222222,0.22032347460034937,887337.5045999999,0.0,-0.214176295155589,0.0,1.0,0.8235944482327457,0.0,0.0,4.538747150379078,0.0,0.0,4.538747150379078,0.8252307712222222,887337.5045999999,-0.0,3.0
37,4047.480828,1.0,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7,41,5000.0,1617.894416,1541.141605,0.0,12,0.8094961656,0.3997277535028919,0.7131351030849883,58.04803706413071,0.04744582574895451,3.4166666666666665,0.5833333333333334,1.049795757115018,0.6898250831737069,0.3101707161340188,2.5016810560457734,2.2239873237719907,198.21398834304748,2.5016810560457734,0.8094961656,0.7131351030849883,0.0,2.0
38,6269.418144,1.0,204.0,204.0,0.0,2925.699862,0.083333,0.083333,0.0,0.333333,12,2,9000.0,1237.111661,2049.408839,0.0,12,0.696602016,0.19732448200781227,14.340963001813638,101.49253731343285,-0.6565944188087418,0.16666666666666666,1.0,0.6036402308098426,0.9999509827949611,0.0,5.067745834255505,20400.0,16.98584512905912,5.067745834255505,0.696602016,14.340963001813638,-0.0,2.0
39,1411.60223,0.454545,963.24,963.24,0.0,6173.682877,0.083333,0.083333,0.0,0.333333,6,6,7500.0,20071.07544,719.948985,0.333333,12,0.18821363066666666,14.21854742644161,6.409221777316377,160.2728785357737,0.9641300423361657,0.5,0.5,27.87808174933743,0.9999896184791072,0.0,0.07033013905599717,96324.0,80.20316402997503,0.07033013905599717,0.08555156475138,6.409221777316377,0.3213763594020411,1.0
40,663.44781,0.727273,0.0,0.0,0.0,3133.063934,0.0,0.0,0.0,0.25,3,0,1800.0,3067.05783,283.333445,0.166667,12,0.3685821166666667,4.622837780747505,313306.3934,0.0,0.9076207437512068,0.0,0.25,10.824523680087253,0.0,0.0,0.2163133803271641,0.0,0.0,0.2163133803271641,0.26805982173451665,313306.3934,0.1512704264987824,2.0
41,784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11,27,3000.0,1262.309666,363.142736,0.111111,12,0.2616299206666667,1.6082431504164478,1.43352522402725,56.51943724546464,0.7123210975943077,2.25,0.9166666666666666,3.475974544220424,0.5150661600943273,0.4849272894012839,0.6217836758316019,1.0621369714980413,127.10990840965862,0.6217836758316019,0.23784540620878067,1.43352522402725,0.07914670947480112,0.0
42,4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,868.275275,1801.264841,0.0,12,0.9121579551111111,0.21153089764913163,0.0,201.8019801980198,-1.0745081056453478,0.08333333333333333,0.0,0.4820337547811228,0.999950939508414,0.0,4.727375801691443,20382.0,16.970857618651124,4.727375801691443,0.9121579551111111,0.0,-0.0,3.0
43,1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1,0,1500.0,378.294227,321.354137,0.0,12,0.9071615846666667,0.2780037230829691,148158.70930000002,0.0,0.15054045378139536,0.0,0.08333333333333333,1.1771513477871367,0.0,0.0,3.596952610841433,0.0,0.0,3.596952610841433,0.9071615846666667,148158.70930000002,0.0,2.0
44,5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0,20,8500.0,1430.341501,1318.71492,0.0,12,0.625405364,0.2690657353523409,0.0,76.23388305847077,0.07804835449324998,1.6666666666666667,0.0,1.084639775367254,0.3079746959913468,0.692018748565997,3.716530929833309,0.4450338653909913,127.01415487094089,3.716530929833309,0.625405364,0.0,0.0,2.0
45,2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2,5,2400.0,0.0,2545.8476782000002,0.0,12,0.9342965358333334,0.0,0.4225273838127274,87.22554890219561,-254583.76782,0.4166666666666667,0.16666666666666666,0.0,0.22196288414452758,0.7780142330839112,224231.1686,0.28528572689038556,36.38634471273939,224231.1686,0.9342965358333334,0.4225273838127274,-0.0,2.0
46,474.447149,0.5,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1,3,1700.0,176.013005,147.199792,0.0,8,0.27908655823529416,0.3709776644128509,9.236077922551253,36.458471760797345,0.16374685229353958,0.375,0.125,1.1956609856496503,0.0,0.9999088838268793,2.69537012505837,0.0,13.700374531835205,2.69537012505837,0.13954327911764708,9.236077922551253,0.0,2.0
47,3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7,0,4200.0,0.0,6569.988776400001,0.0,12,0.930978865952381,0.0,198087.3201,0.0,-656997.8776400001,0.0,0.5833333333333334,0.0,0.0,0.0,391011.1237,0.0,0.0,391011.1237,0.930978865952381,198087.3201,-0.0,2.0
48,229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0,87,3300.0,2543.953559,175.657825,0.916667,12,0.0696567209090909,11.066577248192175,0.0,27.47500287323296,0.9309511237381682,7.25,0.0,14.48161357380044,0.5868502181451596,0.4131455988220579,0.09035788983170728,1.4204296938279606,199.05079100749376,0.09035788983170728,0.0696567209090909,0.0,0.8533721737436955,1.0
49,863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2,3,4000.0,587.866451,286.448719,0.083333,12,0.21595245825,0.6805428962638786,1.3696225867470593,168.6046511627907,0.512739932833268,0.25,0.16666666666666666,2.052185575122955,0.9999802959547596,0.0,1.4693730826105162,50750.0,42.25645295587011,1.4693730826105162,0.21595245825,1.3696225867470593,0.042728156822794724,2.0
50,4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37,9,12000.0,8113.297346,1012.415961,0.0,8,0.4109443214166667,1.6452514510798393,9.463462070266132,100.04661487236403,0.8752153816163345,1.125,4.625,8.01371918395522,0.7167167722396638,0.28327213427554,0.6078078453950387,2.5300360275689227,112.53682896379526,0.6078078453950387,0.4109443214166667,9.463462070266132,0.0,1.0
51,1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0,18,2500.0,1399.82834,1322.446601,0.0,12,0.43155542599999996,1.2974605634033818,0.0,172.56246529705717,0.05528619754763964,1.5,0.0,1.0585060704007179,0.7148777615465303,0.285119020805313,0.7707236858507532,2.5072676386945334,258.77185678601165,0.7707236858507532,0.43155542599999996,0.0,0.0,2.0
52,1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3,0,3500.0,691.825279,581.481917,0.0,12,0.4473374568571428,0.4418657546446204,32135.9135,0.0,0.159508145001666,0.0,0.25,1.1897418670395725,0.0,0.0,2.263083636415714,0.0,0.0,2.263083636415714,0.4473374568571428,32135.9135,0.0,1.0
53,464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1,11,3000.0,3110.052742,132.446091,0.2,9,0.15489138533333333,6.69283146809077,1.0010284317638678,179.76566757493188,0.9574136916238457,1.2222222222222223,0.1111111111111111,23.47987713150919,0.9999949475301001,0.0,0.14940989766051477,197922.0,219.66925638179802,0.14940989766051477,0.13768124861756134,1.0010284317638678,0.19148273832476914,1.0
54,6.660517,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0,8,1000.0,417.016763,3720.379789,0.0,12,0.0066605169999999995,62.51640809850272,0.0,38.70162297128589,-7.921201512911054,0.6666666666666666,0.0,0.11208953541184982,0.0,0.9999677429760331,0.015971437785157208,0.0,25.811823480432974,0.015971437785157208,0.004238513240188,0.0,-0.0,1.0
55,1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0,6,6000.0,0.0,421.85440600000004,0.0,12,0.2186659973333333,0.0,0.0,213.6272878535774,-42184.4406,0.5,0.0,0.0,0.9999922112920687,0.0,131199.5984,128390.0,106.90258118234806,131199.5984,0.2186659973333333,0.0,-0.0,0.0
56,3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5,4,4000.0,0.0,273.85720860000004,0.0,12,0.9063045365000001,0.0,2.133774077502554,78.12219451371571,-27384.72086,0.3333333333333333,0.4166666666666667,0.0,0.9999680796731358,0.0,362521.8146,31326.999999999996,26.084096586178184,362521.8146,0.9063045365000001,2.133774077502554,-0.0,1.0
57,2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.916667,0.916667,0.5,0.0,0,42,7500.0,5678.729613,1311.514878,0.083333,12,0.3181774172,2.379681066478628,0.0,124.19947631516305,0.769048245318798,3.5,0.0,4.32986800956436,0.917866924254882,0.08213115916613481,0.42022187873117395,11.175362859943064,434.43963363863446,0.42022187873117395,0.3181774172,0.0,0.0640870974271514,3.0
58,3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3,0,4000.0,764.938728,1600.212243,0.0,11,0.99278469125,0.19262404237832675,22457.5517,0.0,-1.0919209149923574,0.0,0.2727272727272727,0.4780203070830581,0.0,0.0,5.191379003116665,0.0,0.0,5.191379003116665,0.99278469125,22457.5517,-0.0,2.0
59,5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4,6,6000.0,2110.557023,1895.02617,0.0,12,0.9156506766666667,0.3841627298771397,4.238205021614776,38.10316139767055,0.10212461895364311,0.5,0.3333333333333333,1.1137291500879372,0.0,0.999956333784551,2.60304647998852,0.0,19.06744379683597,2.60304647998852,0.9156506766666667,4.238205021614776,0.0,0.0
60,1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6500.0,3509.686561,548.105836,0.0,12,0.2890944666153846,1.8677248012185899,0.0,56.21890547263682,0.8438309903794559,0.16666666666666666,0.0,6.403184017839616,0.9999115122555525,0.0,0.5354064091696273,11300.0,9.408825978351373,0.5354064091696273,0.2102506000187706,0.0,0.0,2.0
61,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,338.083661,837.215674,0.0,12,0.972371063125,0.21730483144030005,0.0,65.54455445544555,-1.4762832628204765,0.08333333333333333,0.0,0.40381425402871723,0.9998489654130795,0.0,4.601664806131931,6620.0,5.512073272273106,4.601664806131931,0.972371063125,0.0,-0.0,2.0
62,809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7,0,4150.0,4372.148648,241.645387,0.090909,11,0.19508023566265062,5.400428075353194,381967.2466,0.0,0.9447308740476428,0.0,0.6363636363636364,18.092494035731967,0.0,0.0,0.1851677954024691,0.0,0.0,0.1851677954024691,0.1773456865187947,381967.2466,0.08588453902879715,2.0
63,7.152356,0.090909,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,0.0,447.8739264000001,0.0,12,0.0044702225,0.0,0.0,831.6831683168317,-44786.392640000005,0.08333333333333333,0.0,0.0,0.9999880953798169,0.0,715.2356,84000.0,69.94171523730225,715.2356,0.00040638345725250004,0.0,-0.0,1.0
